forecast_date,target,target_end_date,location,type,quantile,value,row
2020-10-19,3 wk ahead inc death,2020-11-07,18,quantile,0.75,700,1311
2020-10-19,3 wk ahead inc death,2020-11-07,18,quantile,0.8,877,1312
2020-10-19,3 wk ahead inc death,2020-11-07,18,quantile,0.85,1154,1313
2020-10-19,3 wk ahead inc death,2020-11-07,18,quantile,0.9,1737,1314
2020-10-19,3 wk ahead inc death,2020-11-07,18,quantile,0.95,3710,1315
2020-10-19,3 wk ahead inc death,2020-11-07,18,quantile,0.975,6935,1316
2020-10-19,3 wk ahead inc death,2020-11-07,18,quantile,0.99,12680,1317
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.01,75,1318
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.025,95,1319
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.05,113,1320
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.1,148,1321
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.15,177,1322
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.2,211,1323
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.25,245,1324
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.3,289,1325
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.35,342,1326
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.4,401,1327
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.45,490,1328
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.5,587,1329
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.55,707,1330
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.6,890,1331
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.65,1189,1332
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.7,1536,1333
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.75,2042,1334
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.8,2905,1335
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.85,4314,1336
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.9,8237,1337
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.95,21477,1338
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.975,50464,1339
2020-10-19,4 wk ahead inc death,2020-11-14,18,quantile,0.99,140346,1340
2020-10-19,1 wk ahead inc death,2020-10-24,18,point,NA,162,1341
2020-10-19,2 wk ahead inc death,2020-10-31,18,point,NA,211,1342
2020-10-19,3 wk ahead inc death,2020-11-07,18,point,NA,323,1343
2020-10-19,4 wk ahead inc death,2020-11-14,18,point,NA,587,1344
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.01,28,1345
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.025,38,1346
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.05,46,1347
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.1,52,1348
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.15,56,1349
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.2,60,1350
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.25,63,1351
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.3,66,1352
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.35,69,1353
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.4,71,1354
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.45,74,1355
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.5,77,1356
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.55,79,1357
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.6,81,1358
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.65,85,1359
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.7,88,1360
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.75,91,1361
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.8,94,1362
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.85,97,1363
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.9,102,1364
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.95,110,1365
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.975,115,1366
2020-10-19,1 wk ahead inc death,2020-10-24,20,quantile,0.99,124,1367
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.01,20,1368
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.025,28,1369
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.05,37,1370
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.1,46,1371
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.15,51,1372
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.2,57,1373
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.25,61,1374
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.3,63,1375
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.35,67,1376
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.4,70,1377
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.45,74,1378
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.5,77,1379
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.55,80,1380
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.6,83,1381
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.65,86,1382
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.7,89,1383
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.75,93,1384
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.8,97,1385
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.85,101,1386
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.9,106,1387
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.95,113,1388
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.975,119,1389
2020-10-19,2 wk ahead inc death,2020-10-31,20,quantile,0.99,127,1390
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.01,15,1391
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.025,25,1392
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.05,37,1393
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.1,46,1394
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.15,50,1395
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.2,55,1396
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.25,59,1397
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.3,63,1398
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.35,66,1399
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.4,69,1400
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.45,73,1401
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.5,76,1402
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.55,79,1403
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.6,82,1404
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.65,85,1405
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.7,89,1406
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.75,94,1407
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.8,98,1408
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.85,103,1409
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.9,110,1410
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.95,118,1411
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.975,126,1412
2020-10-19,3 wk ahead inc death,2020-11-07,20,quantile,0.99,135,1413
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.01,5,1414
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.025,20,1415
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.05,28,1416
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.1,38,1417
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.15,46,1418
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.2,52,1419
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.25,57,1420
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.3,61,1421
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.35,64,1422
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.4,68,1423
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.45,72,1424
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.5,76,1425
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.55,80,1426
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.6,83,1427
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.65,87,1428
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.7,91,1429
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.75,96,1430
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.8,102,1431
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.85,107,1432
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.9,114,1433
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.95,124,1434
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.975,132,1435
2020-10-19,4 wk ahead inc death,2020-11-14,20,quantile,0.99,142,1436
2020-10-19,1 wk ahead inc death,2020-10-24,20,point,NA,77,1437
2020-10-19,2 wk ahead inc death,2020-10-31,20,point,NA,77,1438
2020-10-19,3 wk ahead inc death,2020-11-07,20,point,NA,76,1439
2020-10-19,4 wk ahead inc death,2020-11-14,20,point,NA,76,1440
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.01,28,1441
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.025,32,1442
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.05,36,1443
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.1,41,1444
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.15,45,1445
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.2,47,1446
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.25,49,1447
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.3,52,1448
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.35,55,1449
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.4,56,1450
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.45,59,1451
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.5,61,1452
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.55,64,1453
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.6,67,1454
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.65,70,1455
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.7,74,1456
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.75,77,1457
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.8,82,1458
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.85,90,1459
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.9,100,1460
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.95,124,1461
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.975,164,1462
2020-10-19,1 wk ahead inc death,2020-10-24,21,quantile,0.99,223,1463
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.01,23,1464
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.025,28,1465
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.05,32,1466
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.1,38,1467
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.15,42,1468
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.2,45,1469
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.25,48,1470
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.3,52,1471
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.35,55,1472
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.4,57,1473
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.45,61,1474
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.5,64,1475
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.55,69,1476
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.6,73,1477
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.65,79,1478
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.7,87,1479
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.75,97,1480
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.8,111,1481
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.85,133,1482
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.9,176,1483
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.95,311,1484
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.975,654,1485
2020-10-19,2 wk ahead inc death,2020-10-31,21,quantile,0.99,2114,1486
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.01,17,1487
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.025,22,1488
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.05,27,1489
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.1,33,1490
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.15,39,1491
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.2,43,1492
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.25,46,1493
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.3,51,1494
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.35,54,1495
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.4,58,1496
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.45,62,1497
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.5,67,1498
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.55,74,1499
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.6,82,1500
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.65,94,1501
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.7,107,1502
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.75,125,1503
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.8,156,1504
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.85,213,1505
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.9,359,1506
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.95,993,1507
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.975,3842,1508
2020-10-19,3 wk ahead inc death,2020-11-07,21,quantile,0.99,24695,1509
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.01,12,1510
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.025,16,1511
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.05,22,1512
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.1,29,1513
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.15,35,1514
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.2,40,1515
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.25,45,1516
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.3,49,1517
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.35,54,1518
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.4,60,1519
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.45,66,1520
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.5,72,1521
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.55,83,1522
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.6,96,1523
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.65,110,1524
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.7,137,1525
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.75,177,1526
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.8,240,1527
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.85,377,1528
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.9,798,1529
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.95,3384,1530
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.975,24926,1531
2020-10-19,4 wk ahead inc death,2020-11-14,21,quantile,0.99,386892,1532
2020-10-19,1 wk ahead inc death,2020-10-24,21,point,NA,61,1533
2020-10-19,2 wk ahead inc death,2020-10-31,21,point,NA,64,1534
2020-10-19,3 wk ahead inc death,2020-11-07,21,point,NA,67,1535
2020-10-19,4 wk ahead inc death,2020-11-14,21,point,NA,72,1536
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.01,38,1537
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.025,45,1538
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.05,50,1539
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.1,56,1540
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.15,60,1541
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.2,65,1542
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.25,68,1543
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.3,72,1544
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.35,75,1545
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.4,78,1546
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.45,82,1547
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.5,85,1548
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.55,88,1549
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.6,92,1550
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.65,96,1551
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.7,99,1552
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.75,104,1553
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.8,109,1554
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.85,115,1555
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.9,125,1556
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.95,139,1557
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.975,154,1558
2020-10-19,1 wk ahead inc death,2020-10-24,22,quantile,0.99,187,1559
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.01,26,1560
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.025,32,1561
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.05,38,1562
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.1,47,1563
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.15,53,1564
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.2,57,1565
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.25,61,1566
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.3,65,1567
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.35,68,1568
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.4,73,1569
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.45,77,1570
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.5,80,1571
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.55,84,1572
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.6,88,1573
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.65,93,1574
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.7,99,1575
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.75,105,1576
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.8,113,1577
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.85,124,1578
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.9,140,1579
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.95,169,1580
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.975,205,1581
2020-10-19,2 wk ahead inc death,2020-10-31,22,quantile,0.99,267,1582
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.01,15,1583
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.025,21,1584
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.05,28,1585
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.1,37,1586
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.15,43,1587
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.2,48,1588
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.25,54,1589
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.3,58,1590
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.35,63,1591
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.4,67,1592
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.45,70,1593
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.5,74,1594
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.55,80,1595
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.6,85,1596
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.65,92,1597
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.7,100,1598
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.75,107,1599
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.8,120,1600
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.85,136,1601
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.9,166,1602
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.95,224,1603
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.975,290,1604
2020-10-19,3 wk ahead inc death,2020-11-07,22,quantile,0.99,388,1605
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.01,11,1606
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.025,14,1607
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.05,20,1608
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.1,29,1609
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.15,34,1610
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.2,40,1611
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.25,46,1612
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.3,51,1613
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.35,56,1614
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.4,61,1615
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.45,67,1616
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.5,72,1617
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.55,78,1618
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.6,84,1619
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.65,91,1620
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.7,100,1621
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.75,111,1622
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.8,126,1623
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.85,153,1624
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.9,192,1625
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.95,287,1626
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.975,399,1627
2020-10-19,4 wk ahead inc death,2020-11-14,22,quantile,0.99,627,1628
2020-10-19,1 wk ahead inc death,2020-10-24,22,point,NA,85,1629
2020-10-19,2 wk ahead inc death,2020-10-31,22,point,NA,80,1630
2020-10-19,3 wk ahead inc death,2020-11-07,22,point,NA,74,1631
2020-10-19,4 wk ahead inc death,2020-11-14,22,point,NA,72,1632
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.01,23,1633
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.025,25,1634
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.05,28,1635
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.1,31,1636
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.15,33,1637
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.2,34,1638
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.25,35,1639
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.3,36,1640
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.35,37,1641
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.4,38,1642
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.45,39,1643
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.5,40,1644
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.55,41,1645
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.6,42,1646
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.65,43,1647
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.7,44,1648
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.75,46,1649
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.8,47,1650
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.85,48,1651
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.9,50,1652
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.95,53,1653
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.975,55,1654
2020-10-19,1 wk ahead inc death,2020-10-24,24,quantile,0.99,58,1655
2020-10-19,2 wk ahead inc death,2020-10-31,24,quantile,0.01,18,1656
2020-10-19,2 wk ahead inc death,2020-10-31,24,quantile,0.025,23,1657
2020-10-19,2 wk ahead inc death,2020-10-31,24,quantile,0.05,26,1658
2020-10-19,2 wk ahead inc death,2020-10-31,24,quantile,0.1,29,1659
2020-10-19,2 wk ahead inc death,2020-10-31,24,quantile,0.15,31,1660
