location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,overall_eligibility
35,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
35,UMass-MechBayes,eligible,"NA","NA",eligible
35,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
35,UT-Mobility,eligible,"NA","NA",eligible
35,YYG-ParamSearch,eligible,"NA","NA",eligible
36,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
36,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
36,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
36,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
36,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
36,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
36,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
36,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
36,UMass-MechBayes,eligible,"NA","NA",eligible
36,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
36,UT-Mobility,eligible,"NA","NA",eligible
36,YYG-ParamSearch,eligible,"NA","NA",eligible
37,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
37,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
37,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
37,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
37,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
37,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
37,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
37,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
37,UMass-MechBayes,eligible,"NA","NA",eligible
37,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
37,UT-Mobility,eligible,"NA","NA",eligible
37,YYG-ParamSearch,eligible,"NA","NA",eligible
38,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
38,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
38,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
38,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
38,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
38,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
38,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
38,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
38,UMass-MechBayes,eligible,"NA","NA",eligible
38,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
38,UT-Mobility,eligible,"NA","NA",eligible
38,YYG-ParamSearch,eligible,"NA","NA",eligible
39,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
39,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
39,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
39,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
39,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
39,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
39,NotreDame-FRED,eligible,"NA","NA",eligible
39,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
39,UMass-MechBayes,eligible,"NA","NA",eligible
39,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
39,UT-Mobility,eligible,"NA","NA",eligible
39,YYG-ParamSearch,eligible,"NA","NA",eligible
40,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
40,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
40,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
40,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
40,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
40,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
40,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
40,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
40,UMass-MechBayes,eligible,"NA","NA",eligible
40,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
40,UT-Mobility,eligible,"NA","NA",eligible
40,YYG-ParamSearch,eligible,"NA","NA",eligible
41,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
41,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
41,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
41,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
41,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
41,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
41,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
41,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
41,UMass-MechBayes,eligible,"NA","NA",eligible
41,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
41,UT-Mobility,eligible,"NA","NA",eligible
41,YYG-ParamSearch,eligible,"NA","NA",eligible
42,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
42,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
42,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
42,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
42,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
42,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
42,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
42,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
42,UMass-MechBayes,eligible,"NA","NA",eligible
42,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
42,UT-Mobility,eligible,"NA","NA",eligible
42,YYG-ParamSearch,eligible,"NA","NA",eligible
44,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
44,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
44,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
44,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
44,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
44,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
44,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
44,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
44,UMass-MechBayes,eligible,"NA","NA",eligible
44,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
44,UT-Mobility,eligible,"NA","NA",eligible
44,YYG-ParamSearch,eligible,"NA","NA",eligible
45,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
45,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
45,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
45,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
45,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
45,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
45,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
45,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
45,UMass-MechBayes,eligible,"NA","NA",eligible
45,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
45,UT-Mobility,eligible,"NA","NA",eligible
45,YYG-ParamSearch,eligible,"NA","NA",eligible
46,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
46,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
46,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
46,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
46,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
46,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
46,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
46,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
46,UMass-MechBayes,eligible,"NA","NA",eligible
46,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
46,UT-Mobility,eligible,"NA","NA",eligible
46,YYG-ParamSearch,eligible,"NA","NA",eligible
47,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
47,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
47,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
47,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
47,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
47,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
47,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
47,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
47,UMass-MechBayes,eligible,"NA","NA",eligible
47,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
47,UT-Mobility,eligible,"NA","NA",eligible
47,YYG-ParamSearch,eligible,"NA","NA",eligible
48,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
48,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
48,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
48,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
48,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
48,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
48,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
48,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
48,UMass-MechBayes,eligible,"NA","NA",eligible
48,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
48,UT-Mobility,eligible,"NA","NA",eligible
48,YYG-ParamSearch,eligible,"NA","NA",eligible
49,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
49,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
49,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
49,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
49,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
49,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
49,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
49,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
49,UMass-MechBayes,eligible,"NA","NA",eligible
49,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
49,UT-Mobility,eligible,"NA","NA",eligible
49,YYG-ParamSearch,eligible,"NA","NA",eligible
50,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
50,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
50,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
50,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
50,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
50,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
50,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
50,SWC-TerminusCM,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
50,UMass-MechBayes,eligible,"NA","NA",eligible
50,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
50,UT-Mobility,eligible,"NA","NA",eligible
50,YYG-ParamSearch,eligible,"NA","NA",eligible
51,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
51,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
51,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
51,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
51,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
51,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
51,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
51,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
51,UMass-MechBayes,eligible,"NA","NA",eligible
51,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
51,UT-Mobility,eligible,"NA","NA",eligible
51,YYG-ParamSearch,eligible,"NA","NA",eligible
53,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
53,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
53,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
53,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
53,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
53,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
53,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
53,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
53,UMass-MechBayes,eligible,"NA","NA",eligible
53,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
53,UT-Mobility,eligible,"NA","NA",eligible
53,YYG-ParamSearch,eligible,"NA","NA",eligible
54,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
54,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
54,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
54,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
54,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
54,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
54,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
54,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
54,UMass-MechBayes,eligible,"NA","NA",eligible
54,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
54,UT-Mobility,eligible,"NA","NA",eligible
54,YYG-ParamSearch,eligible,"NA","NA",eligible
55,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
55,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
55,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
55,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
55,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
55,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
55,NotreDame-FRED,eligible,"NA","NA",eligible
55,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
55,UMass-MechBayes,eligible,"NA","NA",eligible
55,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
55,UT-Mobility,eligible,"NA","NA",eligible
55,YYG-ParamSearch,eligible,"NA","NA",eligible
56,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
56,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
56,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
56,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
56,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
56,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
56,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
56,SWC-TerminusCM,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
56,UMass-MechBayes,eligible,"NA","NA",eligible
56,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
56,UT-Mobility,eligible,"NA","NA",eligible
56,YYG-ParamSearch,eligible,"NA","NA",eligible
66,CAN-SEIR_CAN,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
66,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
66,IHME-CurveFit,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
66,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
66,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
66,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA",ineligible
66,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
66,SWC-TerminusCM,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
66,UMass-MechBayes,missing required forecasts,"NA","NA",ineligible
66,USACE-ERDC_SEIR,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
66,UT-Mobility,missing required forecasts,"NA","NA",ineligible
66,YYG-ParamSearch,eligible,"NA","NA",eligible
69,CAN-SEIR_CAN,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
69,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
69,IHME-CurveFit,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
69,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
69,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
69,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA",ineligible
69,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
69,SWC-TerminusCM,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
69,UMass-MechBayes,missing required forecasts,"NA","NA",ineligible
69,USACE-ERDC_SEIR,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
69,UT-Mobility,missing required forecasts,"NA","NA",ineligible
69,YYG-ParamSearch,eligible,"NA","NA",eligible
72,CAN-SEIR_CAN,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
72,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
72,IHME-CurveFit,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
72,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
72,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
72,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA",ineligible
72,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
72,SWC-TerminusCM,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
72,UMass-MechBayes,missing required forecasts,"NA","NA",ineligible
72,USACE-ERDC_SEIR,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
72,UT-Mobility,missing required forecasts,"NA","NA",ineligible
72,YYG-ParamSearch,eligible,"NA","NA",eligible
78,CAN-SEIR_CAN,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
78,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
78,IHME-CurveFit,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
78,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
78,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
78,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA",ineligible
78,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
78,SWC-TerminusCM,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
78,UMass-MechBayes,missing required forecasts,"NA","NA",ineligible
78,USACE-ERDC_SEIR,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
78,UT-Mobility,missing required forecasts,"NA","NA",ineligible
78,YYG-ParamSearch,eligible,"NA","NA",eligible
US,CAN-SEIR_CAN,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
US,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
US,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
US,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
US,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
US,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
US,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
US,SWC-TerminusCM,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
US,UMass-MechBayes,eligible,"NA","NA",eligible
US,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
US,UT-Mobility,eligible,"NA","NA",eligible
US,YYG-ParamSearch,eligible,"NA","NA",eligible
