location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,baseline_eligibility,overall_eligibility
15,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
15,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
15,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
15,MITCovAlliance-SIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
15,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
15,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
15,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
15,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
15,RobertWalraven-ESG,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
15,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
15,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
15,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
15,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
15,UT-Mobility,eligible,eligible,eligible,"NA",eligible
15,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
16,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
16,COVIDhub-baseline,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
16,CU-select,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
16,epiforecasts-ensemble1,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,GT-DeepCOVID,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
16,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
16,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
16,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
16,MITCovAlliance-SIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
16,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
16,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
16,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
16,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
16,RobertWalraven-ESG,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
16,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
16,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
16,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
16,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
16,UT-Mobility,eligible,eligible,eligible,"NA",eligible
16,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
17,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
17,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
17,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
17,COVIDhub-baseline,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
17,CU-select,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
17,epiforecasts-ensemble1,eligible,eligible,eligible,"NA",eligible
17,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
17,GT-DeepCOVID,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
17,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
17,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
17,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
17,MITCovAlliance-SIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
17,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
17,NotreDame-FRED,eligible,eligible,eligible,"NA",eligible
17,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
17,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
17,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
17,RobertWalraven-ESG,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
17,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
17,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
17,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
17,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
17,UT-Mobility,eligible,eligible,eligible,"NA",eligible
17,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
18,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
18,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
18,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
18,COVIDhub-baseline,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
18,CU-select,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
18,epiforecasts-ensemble1,eligible,eligible,eligible,"NA",eligible
18,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
18,GT-DeepCOVID,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
18,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
18,JHU_IDD-CovidSP,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
18,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
18,MITCovAlliance-SIR,eligible,eligible,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
18,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
18,NotreDame-FRED,eligible,eligible,eligible,"NA",eligible
18,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
18,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
18,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
18,RobertWalraven-ESG,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
18,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
18,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
18,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
18,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
18,UT-Mobility,eligible,eligible,eligible,"NA",eligible
18,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
19,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
19,COVIDhub-baseline,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
19,CU-select,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
19,epiforecasts-ensemble1,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,GT-DeepCOVID,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
19,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
19,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
19,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
19,MITCovAlliance-SIR,eligible,eligible,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
19,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
19,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
19,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
19,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
19,RobertWalraven-ESG,eligible,eligible,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
19,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
19,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
19,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
19,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
19,UT-Mobility,eligible,eligible,eligible,"NA",eligible
19,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
20,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
20,COVIDhub-baseline,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
20,CU-select,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
20,epiforecasts-ensemble1,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,GT-DeepCOVID,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
20,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
20,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
20,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
20,MITCovAlliance-SIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
20,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
20,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
20,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
20,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
20,RobertWalraven-ESG,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
20,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
20,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
20,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
20,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
20,UT-Mobility,eligible,eligible,eligible,"NA",eligible
20,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
21,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
21,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
21,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
21,COVIDhub-baseline,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
21,CU-select,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
21,epiforecasts-ensemble1,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
21,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
21,GT-DeepCOVID,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
21,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
21,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
21,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
21,MITCovAlliance-SIR,eligible,eligible,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
21,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
21,NotreDame-FRED,eligible,eligible,eligible,"NA",eligible
21,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
21,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
21,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
21,RobertWalraven-ESG,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
21,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
21,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
21,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
21,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
21,UT-Mobility,eligible,eligible,eligible,"NA",eligible
21,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
22,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
22,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
22,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
22,COVIDhub-baseline,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
22,CU-select,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
22,epiforecasts-ensemble1,eligible,eligible,eligible,"NA",eligible
22,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
22,GT-DeepCOVID,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
22,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
22,JHU_IDD-CovidSP,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
22,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
22,MITCovAlliance-SIR,eligible,eligible,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
22,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
22,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
22,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
22,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
22,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
22,RobertWalraven-ESG,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
22,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
22,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
22,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
22,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
22,UT-Mobility,eligible,eligible,eligible,"NA",eligible
22,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
23,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
23,COVIDhub-baseline,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
23,CU-select,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
23,epiforecasts-ensemble1,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,GT-DeepCOVID,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",ineligible
23,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
23,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
23,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
23,MITCovAlliance-SIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
23,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
23,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
23,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
23,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
23,RobertWalraven-ESG,eligible,eligible,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
23,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
23,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
23,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
23,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
23,UT-Mobility,eligible,eligible,eligible,"NA",eligible
23,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
24,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
24,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
24,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
24,COVIDhub-baseline,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
24,CU-select,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
24,epiforecasts-ensemble1,eligible,eligible,eligible,"NA",eligible
24,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
24,GT-DeepCOVID,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
24,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
24,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
24,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
24,MITCovAlliance-SIR,eligible,eligible,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
24,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
24,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
24,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
24,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
24,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
24,RobertWalraven-ESG,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
24,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
24,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
24,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
24,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
24,UT-Mobility,eligible,eligible,eligible,"NA",eligible
24,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
25,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
25,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
25,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
25,COVIDhub-baseline,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
25,CU-select,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
25,epiforecasts-ensemble1,eligible,eligible,eligible,"NA",eligible
25,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
25,GT-DeepCOVID,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
25,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
25,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
25,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
25,MITCovAlliance-SIR,eligible,eligible,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
25,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
25,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
25,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
25,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
25,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
25,RobertWalraven-ESG,eligible,eligible,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
25,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
25,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
25,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
25,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
25,UT-Mobility,eligible,eligible,eligible,"NA",eligible
25,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
26,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
26,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
26,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
26,COVIDhub-baseline,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
26,CU-select,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
26,epiforecasts-ensemble1,eligible,eligible,eligible,"NA",eligible
26,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
26,GT-DeepCOVID,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
26,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
26,JHU_IDD-CovidSP,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
26,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
26,MITCovAlliance-SIR,eligible,eligible,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
26,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
26,NotreDame-FRED,eligible,eligible,eligible,"NA",eligible
26,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
26,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
26,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
26,RobertWalraven-ESG,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",Visual misalignment of predictive quantiles with JHU reference data.
26,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
26,UM_CFG-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
26,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
26,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",Visual misalignment of predictive quantiles with JHU reference data.
26,UT-Mobility,eligible,eligible,eligible,"NA",eligible
26,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
