forecast_date,target,target_end_date,location,type,quantile,value,scenario_id
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.35,36,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.4,42,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.45,49,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.5,55,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,point,NA,55,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.55,61,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.6,69,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.65,75,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.7,82,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.75,90,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.8,100,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.85,112,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.9,129,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.95,151,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.975,173,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,NO,quantile,0.99,202,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.01,444,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.025,732,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.05,1151,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.1,1549,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.15,1827,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.2,2028,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.25,2200,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.3,2351,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.35,2499,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.4,2633,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.45,2785,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.5,2938,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,point,NA,2938,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.55,3079,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.6,3216,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.65,3366,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.7,3538,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.75,3748,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.8,3932,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.85,4170,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.9,4490,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.95,4963,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.975,5305,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PL,quantile,0.99,5796,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.01,68,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.025,74,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.05,80,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.1,86,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.15,90,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.2,93,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.25,96,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.3,98,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.35,101,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.4,103,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.45,105,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.5,107,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,point,NA,107,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.55,109,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.6,111,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.65,114,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.7,116,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.75,119,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.8,122,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.85,125,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.9,129,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.95,136,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.975,144,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,PT,quantile,0.99,155,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.01,54,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.025,71,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.05,86,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.1,104,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.15,116,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.2,126,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.25,136,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.3,144,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.35,152,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.4,158,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.45,166,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.5,172,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,point,NA,172,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.55,180,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.6,188,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.65,195,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.7,204,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.75,212,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.8,221,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.85,231,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.9,243,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.95,264,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.975,282,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,RO,quantile,0.99,302,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.01,0,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.025,9,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.05,19,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.1,32,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.15,41,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.2,48,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.25,55,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.3,61,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.35,66,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.4,71,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.45,76,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.5,82,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,point,NA,82,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.55,87,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.6,93,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.65,99,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.7,105,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.75,112,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.8,119,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.85,129,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.9,140,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.95,159,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.975,179,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SE,quantile,0.99,201,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.01,32,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.025,35,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.05,38,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.1,41,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.15,44,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.2,46,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.25,47,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.3,49,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.35,50,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.4,52,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.45,53,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.5,54,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,point,NA,54,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.55,56,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.6,57,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.65,58,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.7,60,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.75,61,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.8,64,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.85,66,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.9,69,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.95,73,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.975,77,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SI,quantile,0.99,82,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.01,124,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.025,137,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.05,148,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.1,159,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.15,167,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.2,174,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.25,181,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.3,186,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.35,191,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.4,196,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.45,201,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.5,205,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,point,NA,205,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.55,209,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.6,214,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.65,218,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.7,224,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.75,229,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.8,235,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.85,243,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.9,252,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.95,266,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.975,279,forecast
2022-01-10,1 wk ahead inc death,2022-01-15,SK,quantile,0.99,295,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.01,17595,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.025,20408,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.05,23743,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.1,26976,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.15,29776,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.2,31893,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.25,33867,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.3,36151,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.35,38295,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.4,40584,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.45,43130,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.5,46294,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,point,NA,46294,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.55,50527,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.6,57734,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.65,71997,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.7,86168,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.75,95931,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.8,105403,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.85,116169,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.9,127575,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.95,139129,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.975,147684,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,AT,quantile,0.99,154089,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.01,72846,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.025,80714,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.05,90268,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.1,101940,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.15,109096,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.2,116018,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.25,121404,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.3,126132,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.35,131277,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.4,136396,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.45,140802,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.5,145339,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,point,NA,145339,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.55,150496,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.6,155285,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.65,160828,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.7,166599,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.75,173566,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.8,181946,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.85,192953,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.9,212017,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.95,254563,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.975,311149,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BE,quantile,0.99,373965,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.01,22835,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.025,25877,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.05,28233,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.1,31659,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.15,34190,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.2,36413,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.25,38226,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.3,39726,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.35,41278,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.4,42687,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.45,44219,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.5,45974,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,point,NA,45974,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.55,47765,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.6,49325,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.65,50877,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.7,53077,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.75,55597,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.8,58462,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.85,61898,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.9,66323,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.95,74224,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.975,82158,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,BG,quantile,0.99,103358,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.01,135068,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.025,146114,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.05,157440,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.1,170607,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.15,178690,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.2,185867,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.25,192587,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.3,198744,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.35,205144,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.4,212588,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.45,219924,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.5,227591,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,point,NA,227591,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.55,235789,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.6,246432,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.65,260293,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.7,276064,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.75,295106,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.8,319448,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.85,354886,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.9,394017,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.95,428647,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.975,464532,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CH,quantile,0.99,503496,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.01,56278,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.025,59943,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.05,63466,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.1,67236,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.15,69952,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.2,72208,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.25,74003,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.3,75815,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.35,77435,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.4,78948,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.45,80388,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.5,82051,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,point,NA,82051,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.55,83425,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.6,85150,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.65,86780,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.7,88742,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.75,90822,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.8,92897,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.85,95744,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.9,99973,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.95,106961,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.975,114395,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CY,quantile,0.99,125965,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.01,3533,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.025,6813,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.05,10213,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.1,14035,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.15,16317,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.2,18582,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.25,20508,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.3,22130,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.35,23583,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.4,25082,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.45,26353,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.5,27789,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,point,NA,27789,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.55,29083,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.6,30402,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.65,31829,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.7,33359,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.75,35152,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.8,37087,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.85,39613,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.9,42651,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.95,47392,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.975,52065,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,CZ,quantile,0.99,58479,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.01,73281,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.025,103667,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.05,125795,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.1,158954,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.15,179467,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.2,197682,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.25,213652,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.3,229607,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.35,244401,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.4,257794,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.45,270904,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.5,284991,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,point,NA,284991,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.55,297484,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.6,310533,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.65,325693,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.7,342588,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.75,359301,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.8,378284,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.85,403478,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.9,433460,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.95,483937,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.975,522042,forecast
2022-01-10,2 wk ahead inc case,2022-01-22,DE,quantile,0.99,579719,forecast
