target,forecast_date,target_end_date,location,type,quantile,value
3 wk ahead cum death,2021-06-28,2021-07-17,28,quantile,0.8,7497.792161331195
4 wk ahead cum death,2021-06-28,2021-07-24,28,quantile,0.8,7497.835636564628
1 wk ahead cum death,2021-06-28,2021-07-03,28,quantile,0.85,7449.9208875863815
2 wk ahead cum death,2021-06-28,2021-07-10,28,quantile,0.85,7473.281197469549
3 wk ahead cum death,2021-06-28,2021-07-17,28,quantile,0.85,7519.472111590745
4 wk ahead cum death,2021-06-28,2021-07-24,28,quantile,0.85,7524.342181938233
1 wk ahead cum death,2021-06-28,2021-07-03,28,quantile,0.9,7458.639341100517
2 wk ahead cum death,2021-06-28,2021-07-10,28,quantile,0.9,7495.147962698511
3 wk ahead cum death,2021-06-28,2021-07-17,28,quantile,0.9,7544.113761039135
4 wk ahead cum death,2021-06-28,2021-07-24,28,quantile,0.9,7560.270646798015
1 wk ahead cum death,2021-06-28,2021-07-03,28,quantile,0.95,7496.337732070084
2 wk ahead cum death,2021-06-28,2021-07-10,28,quantile,0.95,7551.530972452469
3 wk ahead cum death,2021-06-28,2021-07-17,28,quantile,0.95,7601.544714894708
4 wk ahead cum death,2021-06-28,2021-07-24,28,quantile,0.95,7632.366906108184
1 wk ahead cum death,2021-06-28,2021-07-03,28,quantile,0.975,7545.385267589823
2 wk ahead cum death,2021-06-28,2021-07-10,28,quantile,0.975,7617.459014913415
3 wk ahead cum death,2021-06-28,2021-07-17,28,quantile,0.975,7712.062131441712
4 wk ahead cum death,2021-06-28,2021-07-24,28,quantile,0.975,7720.499291646415
1 wk ahead cum death,2021-06-28,2021-07-03,28,quantile,0.99,7712.930445406286
2 wk ahead cum death,2021-06-28,2021-07-10,28,quantile,0.99,7912.502874853642
3 wk ahead cum death,2021-06-28,2021-07-17,28,quantile,0.99,8105.025692677463
4 wk ahead cum death,2021-06-28,2021-07-24,28,quantile,0.99,8157.995155687616
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.01,9676.0
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.01,9676.0
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.01,9676.0
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.01,9676.0
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.025,9676.0
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.025,9676.0
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.025,9676.0
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.025,9676.010349383938
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.05,9676.0
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.05,9676.0
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.05,9676.0
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.05,9730.430343559197
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.1,9676.0
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.1,9687.460293466194
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.1,9718.629656423342
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.1,9775.786645552582
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.15,9676.0
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.15,9702.018641648308
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.15,9741.127452880039
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.15,9799.948871985265
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.2,9688.678143041525
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.2,9722.382845696866
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.2,9759.21208272313
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.2,9807.253227983321
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.25,9693.883724333815
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.25,9734.963211852824
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.25,9788.442512837457
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.25,9820.11681471552
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.3,9699.26528015429
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.3,9737.556044576948
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.3,9789.223377599592
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.3,9834.23815244589
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.35,9700.075124218693
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.35,9737.86744857354
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.35,9799.276824465287
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.35,9834.290386105398
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.4,9709.43986651659
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.4,9745.709638021235
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.4,9802.669560448872
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.4,9845.981934877302
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.45,9714.246793405411
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.45,9753.185134703726
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.45,9816.48538689825
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.45,9858.069771283856
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.5,9715.664270183313
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.5,9770.590019962325
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.5,9822.23233835896
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.5,9865.622954819217
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.55,9717.973100216443
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.55,9779.89522275728
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.55,9827.062868386562
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.55,9873.225580182716
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.6,9721.371923803184
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.6,9780.728906048058
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.6,9834.929374371286
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.6,9878.867486148563
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.65,9722.396561172278
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.65,9786.095228085962
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.65,9845.267689373733
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.65,9905.041791258278
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.7,9737.85447210556
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.7,9794.02094237718
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.7,9865.766996201464
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.7,9919.684036033728
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.75,9738.176773848452
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.75,9794.56801098295
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.75,9904.430948090252
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.75,9942.413990635583
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.8,9758.82967853171
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.8,9820.98800207247
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.8,9924.451069035178
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.8,9955.563435928068
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.85,9784.509498286867
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.85,9842.67475227713
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.85,9964.591070683531
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.85,10009.733536326776
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.9,9806.382724909334
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.9,9886.227482318656
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.9,10039.277745044796
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.9,10057.352187912478
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.95,9878.83894639165
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.95,10005.123163928958
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.95,10161.870450395849
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.95,10186.378330124886
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.975,9976.012666147435
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.975,10132.840201082796
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.975,10358.80295313597
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.975,10383.49037586934
1 wk ahead cum death,2021-06-28,2021-07-03,29,quantile,0.99,10315.030624821457
2 wk ahead cum death,2021-06-28,2021-07-10,29,quantile,0.99,10729.539361777419
3 wk ahead cum death,2021-06-28,2021-07-17,29,quantile,0.99,11161.914570910656
4 wk ahead cum death,2021-06-28,2021-07-24,29,quantile,0.99,11210.973186037756
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.01,1662.0
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.01,1662.0
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.01,1662.0
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.01,1662.0
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.025,1662.0
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.025,1662.0
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.025,1662.0
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.025,1662.0
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.05,1662.0
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.05,1662.0
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.05,1662.0
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.05,1663.8831358448394
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.1,1662.0
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.1,1663.6060200590862
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.1,1664.9719212299692
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.1,1671.0664498826488
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.15,1662.0
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.15,1667.2446081797625
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.15,1667.9298212646831
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.15,1675.4273720252236
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.2,1665.8377342593055
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.2,1670.3322493705837
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.2,1670.6096782938748
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.2,1677.4524662732304
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.25,1665.9868078800955
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.25,1671.0856992838496
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.25,1675.0387132364
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.25,1679.3064946345457
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.3,1667.270773376877
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.3,1672.5559201677138
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.3,1675.2725520321842
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.3,1681.2439926220225
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.35,1667.4124385433224
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.35,1672.802674155401
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.35,1677.2876888424057
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.35,1682.3232140406494
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.4,1668.8424846911773
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.4,1673.9193099969802
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.4,1678.2240926556813
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.4,1684.0757045502808
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.45,1670.2869472169975
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.45,1674.720882462288
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.45,1680.8989493649847
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.45,1685.929149858596
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.5,1670.2996777628746
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.5,1677.5967067988367
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.5,1681.5313183402104
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.5,1686.3935662334236
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.55,1670.7956262689895
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.55,1679.1711215939515
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.55,1682.5150337137752
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.55,1687.641708451513
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.6,1671.092759685244
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.6,1679.745178646952
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.6,1684.2166754195737
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.6,1688.9569123051665
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.65,1671.3510894284125
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.65,1680.9665070716837
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.65,1686.2567937563915
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.65,1692.6570479364188
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.7,1673.8655356891736
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.7,1682.1316526333762
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.7,1689.3049179968177
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.7,1694.4102283179877
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.75,1673.983109590711
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.75,1683.0777667352809
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.75,1696.5342278465844
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.75,1698.4912517729158
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.8,1677.146253620692
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.8,1686.4244579272745
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.8,1699.6000219231842
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.8,1701.5066017989034
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.85,1681.4047997047987
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.85,1691.4268919674857
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.85,1705.9005358735608
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.85,1711.4055355625255
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.9,1684.390444531025
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.9,1698.5753902154713
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.9,1717.8875998301514
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.9,1720.385330636717
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.95,1696.9869019053847
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.95,1718.5354891833824
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.95,1738.2396944151278
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.95,1745.9904506031908
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.975,1715.2115997143949
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.975,1740.3496176294116
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.975,1777.0995653026555
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.975,1778.4763142194151
1 wk ahead cum death,2021-06-28,2021-07-03,30,quantile,0.99,1773.8057834088663
2 wk ahead cum death,2021-06-28,2021-07-10,30,quantile,0.99,1844.575102103828
3 wk ahead cum death,2021-06-28,2021-07-17,30,quantile,0.99,1912.8884845848127
4 wk ahead cum death,2021-06-28,2021-07-24,30,quantile,0.99,1929.0336915861212
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.01,2259.0
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.01,2259.0
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.01,2259.0
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.01,2259.0
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.025,2259.0
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.025,2259.0
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.025,2259.0
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.025,2259.0
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.05,2259.0
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.05,2259.0
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.05,2259.0
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.05,2259.0
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.1,2259.0
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.1,2259.0
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.1,2259.0
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.1,2259.0
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.15,2259.0
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.15,2259.0
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.15,2259.0
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.15,2259.0
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.2,2259.0
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.2,2259.0
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.2,2259.0
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.2,2259.0
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.25,2259.0
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.25,2259.0
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.25,2259.0
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.25,2259.0
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.3,2259.0
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.3,2259.0
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.3,2259.0
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.3,2259.3659616893483
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.35,2259.0
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.35,2259.0
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.35,2259.0
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.35,2260.588986498157
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.4,2259.0
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.4,2259.0
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.4,2259.0
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.4,2263.5506477865924
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.45,2259.5354808063926
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.45,2259.5753362389055
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.45,2262.3220666338375
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.45,2266.643249993349
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.5,2260.1230871771577
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.5,2264.449150706987
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.5,2264.4529394683686
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.5,2266.865342964736
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.55,2261.33976089477
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.55,2264.8072790397746
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.55,2266.7893200034678
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.55,2269.026316986026
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.6,2262.4167564058844
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.6,2267.9765310238126
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.6,2268.1447588971237
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.6,2269.2383607629818
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.65,2262.469880732555
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.65,2269.3124860343873
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.65,2269.7320096712538
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.65,2277.5303694541262
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.7,2265.953020306965
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.7,2270.0243928731425
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.7,2274.5453199288677
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.7,2279.6386388096407
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.75,2266.07020790542
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.75,2271.9484716496077
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.75,2286.4646740696576
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.75,2287.571705017825
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.8,2272.9167713734473
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.8,2277.0094175563395
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.8,2290.7715133248785
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.8,2295.066982091987
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.85,2279.8472314672536
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.85,2285.6559058607695
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.85,2305.1975535934225
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.85,2308.8163641561678
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.9,2286.4349225391406
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.9,2297.9137816420957
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.9,2320.65274016261
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.9,2329.707560335225
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.95,2308.6593767706
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.95,2334.9771872890205
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.95,2352.8581722563736
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.95,2376.4699181181154
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.975,2343.4764471442527
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.975,2374.3529839172397
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.975,2424.0338127390946
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.975,2430.237347954414
1 wk ahead cum death,2021-06-28,2021-07-03,31,quantile,0.99,2448.965400544246
2 wk ahead cum death,2021-06-28,2021-07-10,31,quantile,0.99,2568.6191392512947
3 wk ahead cum death,2021-06-28,2021-07-17,31,quantile,0.99,2669.4310868472935
4 wk ahead cum death,2021-06-28,2021-07-24,31,quantile,0.99,2710.249137805689
1 wk ahead cum death,2021-06-28,2021-07-03,32,quantile,0.01,5667.0
2 wk ahead cum death,2021-06-28,2021-07-10,32,quantile,0.01,5667.0
3 wk ahead cum death,2021-06-28,2021-07-17,32,quantile,0.01,5667.0
4 wk ahead cum death,2021-06-28,2021-07-24,32,quantile,0.01,5667.0
1 wk ahead cum death,2021-06-28,2021-07-03,32,quantile,0.025,5667.0
2 wk ahead cum death,2021-06-28,2021-07-10,32,quantile,0.025,5667.0
3 wk ahead cum death,2021-06-28,2021-07-17,32,quantile,0.025,5667.0
4 wk ahead cum death,2021-06-28,2021-07-24,32,quantile,0.025,5667.0
1 wk ahead cum death,2021-06-28,2021-07-03,32,quantile,0.05,5667.0
2 wk ahead cum death,2021-06-28,2021-07-10,32,quantile,0.05,5667.0
3 wk ahead cum death,2021-06-28,2021-07-17,32,quantile,0.05,5667.0
4 wk ahead cum death,2021-06-28,2021-07-24,32,quantile,0.05,5690.472510215664
1 wk ahead cum death,2021-06-28,2021-07-03,32,quantile,0.1,5667.0
2 wk ahead cum death,2021-06-28,2021-07-10,32,quantile,0.1,5674.035096728296
3 wk ahead cum death,2021-06-28,2021-07-17,32,quantile,0.1,5684.656506932975
4 wk ahead cum death,2021-06-28,2021-07-24,32,quantile,0.1,5710.283216048455
1 wk ahead cum death,2021-06-28,2021-07-03,32,quantile,0.15,5667.0
2 wk ahead cum death,2021-06-28,2021-07-10,32,quantile,0.15,5682.699751577681
3 wk ahead cum death,2021-06-28,2021-07-17,32,quantile,0.15,5694.389550052053
4 wk ahead cum death,2021-06-28,2021-07-24,32,quantile,0.15,5724.277364516464
1 wk ahead cum death,2021-06-28,2021-07-03,32,quantile,0.2,5675.596092663029
2 wk ahead cum death,2021-06-28,2021-07-10,32,quantile,0.2,5691.332076535704
3 wk ahead cum death,2021-06-28,2021-07-17,32,quantile,0.2,5703.524050600535
4 wk ahead cum death,2021-06-28,2021-07-24,32,quantile,0.2,5729.097451018529
1 wk ahead cum death,2021-06-28,2021-07-03,32,quantile,0.25,5676.811865666955
2 wk ahead cum death,2021-06-28,2021-07-10,32,quantile,0.25,5695.51725760501
3 wk ahead cum death,2021-06-28,2021-07-17,32,quantile,0.25,5717.197647734507
4 wk ahead cum death,2021-06-28,2021-07-24,32,quantile,0.25,5735.283565713682
1 wk ahead cum death,2021-06-28,2021-07-03,32,quantile,0.3,5680.758495497387
