,quantile,value,type,location,target,forecast_date,target_end_date
1221,0.950,9888,quantile,19,3 wk ahead cum death,2020-05-03,2020-05-23
1222,0.975,15830,quantile,19,3 wk ahead cum death,2020-05-03,2020-05-23
1223,0.990,24069,quantile,19,3 wk ahead cum death,2020-05-03,2020-05-23
1224,0.010,265,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1225,0.025,288,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1226,0.050,316,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1227,0.100,354,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1228,0.150,405,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1229,0.200,446,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1230,0.250,509,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1231,0.300,573,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1232,0.350,647,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1233,0.400,749,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1234,0.450,903,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1235,0.500,1125,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1236,NA,1125,point,19,4 wk ahead cum death,2020-05-03,2020-05-30
1237,0.550,1421,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1238,0.600,1796,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1239,0.650,2332,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1240,0.700,3038,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1241,0.750,4350,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1242,0.800,6507,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1243,0.850,10032,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1244,0.900,14833,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1245,0.950,23629,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1246,0.975,29320,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1247,0.990,42864,quantile,19,4 wk ahead cum death,2020-05-03,2020-05-30
1248,0.010,62,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1249,0.025,63,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1250,0.050,64,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1251,0.100,66,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1252,0.150,67,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1253,0.200,67,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1254,0.250,68,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1255,0.300,69,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1256,0.350,69,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1257,0.400,69,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1258,0.450,70,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1259,0.500,70,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1260,NA,70,point,16,1 wk ahead cum death,2020-05-03,2020-05-09
1261,0.550,71,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1262,0.600,72,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1263,0.650,72,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1264,0.700,73,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1265,0.750,74,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1266,0.800,75,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1267,0.850,76,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1268,0.900,77,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1269,0.950,79,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1270,0.975,83,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1271,0.990,86,quantile,16,1 wk ahead cum death,2020-05-03,2020-05-09
1272,0.010,63,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1273,0.025,65,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1274,0.050,66,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1275,0.100,68,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1276,0.150,69,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1277,0.200,70,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1278,0.250,71,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1279,0.300,72,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1280,0.350,73,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1281,0.400,73,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1282,0.450,74,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1283,0.500,75,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1284,NA,75,point,16,2 wk ahead cum death,2020-05-03,2020-05-16
1285,0.550,75,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1286,0.600,76,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1287,0.650,77,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1288,0.700,78,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1289,0.750,80,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1290,0.800,81,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1291,0.850,83,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1292,0.900,86,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1293,0.950,92,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1294,0.975,104,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1295,0.990,131,quantile,16,2 wk ahead cum death,2020-05-03,2020-05-16
1296,0.010,64,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1297,0.025,66,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1298,0.050,68,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1299,0.100,69,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1300,0.150,71,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1301,0.200,72,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1302,0.250,73,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1303,0.300,74,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1304,0.350,75,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1305,0.400,76,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1306,0.450,76,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1307,0.500,78,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1308,NA,78,point,16,3 wk ahead cum death,2020-05-03,2020-05-23
1309,0.550,78,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1310,0.600,80,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1311,0.650,81,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1312,0.700,82,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1313,0.750,84,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1314,0.800,86,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1315,0.850,90,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1316,0.900,97,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1317,0.950,115,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1318,0.975,163,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1319,0.990,376,quantile,16,3 wk ahead cum death,2020-05-03,2020-05-23
1320,0.010,64,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1321,0.025,67,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1322,0.050,68,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1323,0.100,70,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1324,0.150,72,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1325,0.200,73,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1326,0.250,74,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1327,0.300,75,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1328,0.350,76,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1329,0.400,77,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1330,0.450,78,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1331,0.500,79,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1332,NA,79,point,16,4 wk ahead cum death,2020-05-03,2020-05-30
1333,0.550,81,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1334,0.600,82,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1335,0.650,84,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1336,0.700,86,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1337,0.750,88,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1338,0.800,91,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1339,0.850,98,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1340,0.900,112,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1341,0.950,240,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1342,0.975,664,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1343,0.990,2940,quantile,16,4 wk ahead cum death,2020-05-03,2020-05-30
1344,0.010,2608,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1345,0.025,2671,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1346,0.050,2729,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1347,0.100,2821,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1348,0.150,2881,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1349,0.200,2938,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1350,0.250,2975,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1351,0.300,3014,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1352,0.350,3059,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1353,0.400,3094,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1354,0.450,3133,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1355,0.500,3173,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1356,NA,3173,point,17,1 wk ahead cum death,2020-05-03,2020-05-09
1357,0.550,3223,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1358,0.600,3272,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1359,0.650,3325,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1360,0.700,3393,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1361,0.750,3472,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1362,0.800,3583,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1363,0.850,3743,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1364,0.900,3983,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1365,0.950,4358,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1366,0.975,4638,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1367,0.990,5202,quantile,17,1 wk ahead cum death,2020-05-03,2020-05-09
1368,0.010,2806,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1369,0.025,2883,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1370,0.050,2988,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1371,0.100,3126,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1372,0.150,3210,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1373,0.200,3294,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1374,0.250,3375,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1375,0.300,3441,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1376,0.350,3520,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1377,0.400,3604,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1378,0.450,3703,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1379,0.500,3822,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1380,NA,3822,point,17,2 wk ahead cum death,2020-05-03,2020-05-16
1381,0.550,3926,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1382,0.600,4075,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1383,0.650,4251,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1384,0.700,4480,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1385,0.750,4791,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1386,0.800,5124,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1387,0.850,5892,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1388,0.900,7088,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1389,0.950,9822,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1390,0.975,13791,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1391,0.990,18605,quantile,17,2 wk ahead cum death,2020-05-03,2020-05-16
1392,0.010,2918,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1393,0.025,3027,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1394,0.050,3157,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1395,0.100,3336,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1396,0.150,3462,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1397,0.200,3563,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1398,0.250,3653,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1399,0.300,3793,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1400,0.350,3911,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1401,0.400,4027,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1402,0.450,4229,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1403,0.500,4446,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1404,NA,4446,point,17,3 wk ahead cum death,2020-05-03,2020-05-23
1405,0.550,4714,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1406,0.600,5100,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1407,0.650,5491,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1408,0.700,6096,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1409,0.750,7076,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1410,0.800,8773,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1411,0.850,12051,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1412,0.900,18859,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1413,0.950,38350,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1414,0.975,54147,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1415,0.990,91813,quantile,17,3 wk ahead cum death,2020-05-03,2020-05-23
1416,0.010,2979,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1417,0.025,3107,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1418,0.050,3248,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1419,0.100,3474,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1420,0.150,3613,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1421,0.200,3744,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1422,0.250,3898,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1423,0.300,4061,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1424,0.350,4272,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1425,0.400,4486,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1426,0.450,4739,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1427,0.500,5078,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1428,NA,5078,point,17,4 wk ahead cum death,2020-05-03,2020-05-30
1429,0.550,5646,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1430,0.600,6284,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1431,0.650,7133,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1432,0.700,8331,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1433,0.750,11902,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1434,0.800,18527,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1435,0.850,31185,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1436,0.900,57154,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1437,0.950,100277,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1438,0.975,143412,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1439,0.990,192196,quantile,17,4 wk ahead cum death,2020-05-03,2020-05-30
1440,0.010,1173,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1441,0.025,1195,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1442,0.050,1233,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1443,0.100,1270,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1444,0.150,1297,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1445,0.200,1328,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1446,0.250,1352,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1447,0.300,1380,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1448,0.350,1401,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1449,0.400,1428,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1450,0.450,1453,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1451,0.500,1479,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1452,NA,1479,point,18,1 wk ahead cum death,2020-05-03,2020-05-09
1453,0.550,1510,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1454,0.600,1533,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1455,0.650,1559,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1456,0.700,1607,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1457,0.750,1645,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1458,0.800,1700,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1459,0.850,1789,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1460,0.900,1898,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1461,0.950,2114,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1462,0.975,2422,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1463,0.990,3031,quantile,18,1 wk ahead cum death,2020-05-03,2020-05-09
1464,0.010,1257,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1465,0.025,1306,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1466,0.050,1358,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1467,0.100,1429,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1468,0.150,1480,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1469,0.200,1540,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1470,0.250,1596,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1471,0.300,1643,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1472,0.350,1706,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1473,0.400,1758,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1474,0.450,1819,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1475,0.500,1879,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1476,NA,1879,point,18,2 wk ahead cum death,2020-05-03,2020-05-16
1477,0.550,1964,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1478,0.600,2054,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1479,0.650,2187,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1480,0.700,2332,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1481,0.750,2534,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1482,0.800,2844,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1483,0.850,3283,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1484,0.900,3895,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1485,0.950,6319,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1486,0.975,11695,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1487,0.990,17666,quantile,18,2 wk ahead cum death,2020-05-03,2020-05-16
1488,0.010,1319,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1489,0.025,1368,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1490,0.050,1440,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1491,0.100,1537,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1492,0.150,1616,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1493,0.200,1715,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1494,0.250,1799,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1495,0.300,1895,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1496,0.350,1999,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1497,0.400,2105,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1498,0.450,2215,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1499,0.500,2327,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1500,NA,2327,point,18,3 wk ahead cum death,2020-05-03,2020-05-23
1501,0.550,2505,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1502,0.600,2842,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1503,0.650,3233,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1504,0.700,3766,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1505,0.750,4595,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1506,0.800,6074,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1507,0.850,8859,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1508,0.900,14086,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1509,0.950,38178,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1510,0.975,63668,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1511,0.990,105421,quantile,18,3 wk ahead cum death,2020-05-03,2020-05-23
1512,0.010,1348,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1513,0.025,1398,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1514,0.050,1493,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1515,0.100,1615,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1516,0.150,1716,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1517,0.200,1839,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1518,0.250,1968,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1519,0.300,2130,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1520,0.350,2280,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1521,0.400,2470,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1522,0.450,2690,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1523,0.500,2964,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1524,NA,2964,point,18,4 wk ahead cum death,2020-05-03,2020-05-30
1525,0.550,3413,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1526,0.600,4003,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1527,0.650,4830,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1528,0.700,6490,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1529,0.750,9934,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1530,0.800,14980,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1531,0.850,30605,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1532,0.900,69579,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1533,0.950,123103,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1534,0.975,168929,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1535,0.990,217210,quantile,18,4 wk ahead cum death,2020-05-03,2020-05-30
1536,0.010,140,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1537,0.025,144,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1538,0.050,146,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1539,0.100,148,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1540,0.150,151,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1541,0.200,152,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1542,0.250,154,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1543,0.300,155,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1544,0.350,157,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1545,0.400,158,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1546,0.450,160,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1547,0.500,161,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1548,NA,161,point,20,1 wk ahead cum death,2020-05-03,2020-05-09
1549,0.550,162,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1550,0.600,164,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1551,0.650,166,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1552,0.700,168,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1553,0.750,170,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1554,0.800,174,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1555,0.850,177,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1556,0.900,184,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1557,0.950,196,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1558,0.975,212,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1559,0.990,244,quantile,20,1 wk ahead cum death,2020-05-03,2020-05-09
1560,0.010,144,quantile,20,2 wk ahead cum death,2020-05-03,2020-05-16
1561,0.025,148,quantile,20,2 wk ahead cum death,2020-05-03,2020-05-16
1562,0.050,152,quantile,20,2 wk ahead cum death,2020-05-03,2020-05-16
1563,0.100,155,quantile,20,2 wk ahead cum death,2020-05-03,2020-05-16
1564,0.150,157,quantile,20,2 wk ahead cum death,2020-05-03,2020-05-16
1565,0.200,161,quantile,20,2 wk ahead cum death,2020-05-03,2020-05-16
