,quantile,value,type,location,target,forecast_date
921,0.400,860,quantile,01,12 wk ahead cum death,2020-04-26
922,0.450,1029,quantile,01,12 wk ahead cum death,2020-04-26
923,0.500,1251,quantile,01,12 wk ahead cum death,2020-04-26
924,NA,1251,point,01,12 wk ahead cum death,2020-04-26
925,0.550,1514,quantile,01,12 wk ahead cum death,2020-04-26
926,0.600,2297,quantile,01,12 wk ahead cum death,2020-04-26
927,0.650,4014,quantile,01,12 wk ahead cum death,2020-04-26
928,0.700,7202,quantile,01,12 wk ahead cum death,2020-04-26
929,0.750,13981,quantile,01,12 wk ahead cum death,2020-04-26
930,0.800,27215,quantile,01,12 wk ahead cum death,2020-04-26
931,0.850,45351,quantile,01,12 wk ahead cum death,2020-04-26
932,0.900,70472,quantile,01,12 wk ahead cum death,2020-04-26
933,0.950,97742,quantile,01,12 wk ahead cum death,2020-04-26
934,0.975,112556,quantile,01,12 wk ahead cum death,2020-04-26
935,0.990,131067,quantile,01,12 wk ahead cum death,2020-04-26
936,0.010,310,quantile,01,13 wk ahead cum death,2020-04-26
937,0.025,349,quantile,01,13 wk ahead cum death,2020-04-26
938,0.050,392,quantile,01,13 wk ahead cum death,2020-04-26
939,0.100,450,quantile,01,13 wk ahead cum death,2020-04-26
940,0.150,498,quantile,01,13 wk ahead cum death,2020-04-26
941,0.200,547,quantile,01,13 wk ahead cum death,2020-04-26
942,0.250,602,quantile,01,13 wk ahead cum death,2020-04-26
943,0.300,669,quantile,01,13 wk ahead cum death,2020-04-26
944,0.350,759,quantile,01,13 wk ahead cum death,2020-04-26
945,0.400,866,quantile,01,13 wk ahead cum death,2020-04-26
946,0.450,1057,quantile,01,13 wk ahead cum death,2020-04-26
947,0.500,1346,quantile,01,13 wk ahead cum death,2020-04-26
948,NA,1346,point,01,13 wk ahead cum death,2020-04-26
949,0.550,1707,quantile,01,13 wk ahead cum death,2020-04-26
950,0.600,2706,quantile,01,13 wk ahead cum death,2020-04-26
951,0.650,4795,quantile,01,13 wk ahead cum death,2020-04-26
952,0.700,9819,quantile,01,13 wk ahead cum death,2020-04-26
953,0.750,19704,quantile,01,13 wk ahead cum death,2020-04-26
954,0.800,34533,quantile,01,13 wk ahead cum death,2020-04-26
955,0.850,53685,quantile,01,13 wk ahead cum death,2020-04-26
956,0.900,72997,quantile,01,13 wk ahead cum death,2020-04-26
957,0.950,102258,quantile,01,13 wk ahead cum death,2020-04-26
958,0.975,120512,quantile,01,13 wk ahead cum death,2020-04-26
959,0.990,136422,quantile,01,13 wk ahead cum death,2020-04-26
960,0.010,290,quantile,01,14 wk ahead cum death,2020-04-26
961,0.025,319,quantile,01,14 wk ahead cum death,2020-04-26
962,0.050,374,quantile,01,14 wk ahead cum death,2020-04-26
963,0.100,439,quantile,01,14 wk ahead cum death,2020-04-26
964,0.150,507,quantile,01,14 wk ahead cum death,2020-04-26
965,0.200,557,quantile,01,14 wk ahead cum death,2020-04-26
966,0.250,617,quantile,01,14 wk ahead cum death,2020-04-26
967,0.300,666,quantile,01,14 wk ahead cum death,2020-04-26
968,0.350,765,quantile,01,14 wk ahead cum death,2020-04-26
969,0.400,885,quantile,01,14 wk ahead cum death,2020-04-26
970,0.450,1057,quantile,01,14 wk ahead cum death,2020-04-26
971,0.500,1393,quantile,01,14 wk ahead cum death,2020-04-26
972,NA,1393,point,01,14 wk ahead cum death,2020-04-26
973,0.550,1855,quantile,01,14 wk ahead cum death,2020-04-26
974,0.600,2984,quantile,01,14 wk ahead cum death,2020-04-26
975,0.650,5704,quantile,01,14 wk ahead cum death,2020-04-26
976,0.700,11831,quantile,01,14 wk ahead cum death,2020-04-26
977,0.750,22883,quantile,01,14 wk ahead cum death,2020-04-26
978,0.800,44556,quantile,01,14 wk ahead cum death,2020-04-26
979,0.850,61879,quantile,01,14 wk ahead cum death,2020-04-26
980,0.900,78741,quantile,01,14 wk ahead cum death,2020-04-26
981,0.950,105424,quantile,01,14 wk ahead cum death,2020-04-26
982,0.975,124870,quantile,01,14 wk ahead cum death,2020-04-26
983,0.990,144784,quantile,01,14 wk ahead cum death,2020-04-26
984,0.010,283,quantile,01,15 wk ahead cum death,2020-04-26
985,0.025,321,quantile,01,15 wk ahead cum death,2020-04-26
986,0.050,376,quantile,01,15 wk ahead cum death,2020-04-26
987,0.100,436,quantile,01,15 wk ahead cum death,2020-04-26
988,0.150,501,quantile,01,15 wk ahead cum death,2020-04-26
989,0.200,559,quantile,01,15 wk ahead cum death,2020-04-26
990,0.250,620,quantile,01,15 wk ahead cum death,2020-04-26
991,0.300,683,quantile,01,15 wk ahead cum death,2020-04-26
992,0.350,773,quantile,01,15 wk ahead cum death,2020-04-26
993,0.400,906,quantile,01,15 wk ahead cum death,2020-04-26
994,0.450,1103,quantile,01,15 wk ahead cum death,2020-04-26
995,0.500,1350,quantile,01,15 wk ahead cum death,2020-04-26
996,NA,1350,point,01,15 wk ahead cum death,2020-04-26
997,0.550,1943,quantile,01,15 wk ahead cum death,2020-04-26
998,0.600,3507,quantile,01,15 wk ahead cum death,2020-04-26
999,0.650,7012,quantile,01,15 wk ahead cum death,2020-04-26
1000,0.700,13336,quantile,01,15 wk ahead cum death,2020-04-26
1001,0.750,29312,quantile,01,15 wk ahead cum death,2020-04-26
1002,0.800,49513,quantile,01,15 wk ahead cum death,2020-04-26
1003,0.850,67746,quantile,01,15 wk ahead cum death,2020-04-26
1004,0.900,83987,quantile,01,15 wk ahead cum death,2020-04-26
1005,0.950,103281,quantile,01,15 wk ahead cum death,2020-04-26
1006,0.975,125311,quantile,01,15 wk ahead cum death,2020-04-26
1007,0.990,143770,quantile,01,15 wk ahead cum death,2020-04-26
1008,0.010,296,quantile,01,16 wk ahead cum death,2020-04-26
1009,0.025,343,quantile,01,16 wk ahead cum death,2020-04-26
1010,0.050,383,quantile,01,16 wk ahead cum death,2020-04-26
1011,0.100,452,quantile,01,16 wk ahead cum death,2020-04-26
1012,0.150,506,quantile,01,16 wk ahead cum death,2020-04-26
1013,0.200,557,quantile,01,16 wk ahead cum death,2020-04-26
1014,0.250,611,quantile,01,16 wk ahead cum death,2020-04-26
1015,0.300,684,quantile,01,16 wk ahead cum death,2020-04-26
1016,0.350,775,quantile,01,16 wk ahead cum death,2020-04-26
1017,0.400,914,quantile,01,16 wk ahead cum death,2020-04-26
1018,0.450,1113,quantile,01,16 wk ahead cum death,2020-04-26
1019,0.500,1494,quantile,01,16 wk ahead cum death,2020-04-26
1020,NA,1494,point,01,16 wk ahead cum death,2020-04-26
1021,0.550,2130,quantile,01,16 wk ahead cum death,2020-04-26
1022,0.600,3635,quantile,01,16 wk ahead cum death,2020-04-26
1023,0.650,8572,quantile,01,16 wk ahead cum death,2020-04-26
1024,0.700,16206,quantile,01,16 wk ahead cum death,2020-04-26
1025,0.750,34685,quantile,01,16 wk ahead cum death,2020-04-26
1026,0.800,54977,quantile,01,16 wk ahead cum death,2020-04-26
1027,0.850,70792,quantile,01,16 wk ahead cum death,2020-04-26
1028,0.900,86620,quantile,01,16 wk ahead cum death,2020-04-26
1029,0.950,111393,quantile,01,16 wk ahead cum death,2020-04-26
1030,0.975,131459,quantile,01,16 wk ahead cum death,2020-04-26
1031,0.990,144524,quantile,01,16 wk ahead cum death,2020-04-26
1032,0.010,313,quantile,01,17 wk ahead cum death,2020-04-26
1033,0.025,360,quantile,01,17 wk ahead cum death,2020-04-26
1034,0.050,387,quantile,01,17 wk ahead cum death,2020-04-26
1035,0.100,445,quantile,01,17 wk ahead cum death,2020-04-26
1036,0.150,500,quantile,01,17 wk ahead cum death,2020-04-26
1037,0.200,557,quantile,01,17 wk ahead cum death,2020-04-26
1038,0.250,609,quantile,01,17 wk ahead cum death,2020-04-26
1039,0.300,674,quantile,01,17 wk ahead cum death,2020-04-26
1040,0.350,758,quantile,01,17 wk ahead cum death,2020-04-26
1041,0.400,945,quantile,01,17 wk ahead cum death,2020-04-26
1042,0.450,1224,quantile,01,17 wk ahead cum death,2020-04-26
1043,0.500,1501,quantile,01,17 wk ahead cum death,2020-04-26
1044,NA,1501,point,01,17 wk ahead cum death,2020-04-26
1045,0.550,2234,quantile,01,17 wk ahead cum death,2020-04-26
1046,0.600,4444,quantile,01,17 wk ahead cum death,2020-04-26
1047,0.650,9176,quantile,01,17 wk ahead cum death,2020-04-26
1048,0.700,21363,quantile,01,17 wk ahead cum death,2020-04-26
1049,0.750,39070,quantile,01,17 wk ahead cum death,2020-04-26
1050,0.800,58224,quantile,01,17 wk ahead cum death,2020-04-26
1051,0.850,74174,quantile,01,17 wk ahead cum death,2020-04-26
1052,0.900,88564,quantile,01,17 wk ahead cum death,2020-04-26
1053,0.950,108794,quantile,01,17 wk ahead cum death,2020-04-26
1054,0.975,125574,quantile,01,17 wk ahead cum death,2020-04-26
1055,0.990,161468,quantile,01,17 wk ahead cum death,2020-04-26
1056,0.010,306,quantile,01,18 wk ahead cum death,2020-04-26
1057,0.025,348,quantile,01,18 wk ahead cum death,2020-04-26
1058,0.050,388,quantile,01,18 wk ahead cum death,2020-04-26
1059,0.100,442,quantile,01,18 wk ahead cum death,2020-04-26
1060,0.150,510,quantile,01,18 wk ahead cum death,2020-04-26
1061,0.200,561,quantile,01,18 wk ahead cum death,2020-04-26
1062,0.250,620,quantile,01,18 wk ahead cum death,2020-04-26
1063,0.300,683,quantile,01,18 wk ahead cum death,2020-04-26
1064,0.350,793,quantile,01,18 wk ahead cum death,2020-04-26
1065,0.400,936,quantile,01,18 wk ahead cum death,2020-04-26
1066,0.450,1200,quantile,01,18 wk ahead cum death,2020-04-26
1067,0.500,1589,quantile,01,18 wk ahead cum death,2020-04-26
1068,NA,1589,point,01,18 wk ahead cum death,2020-04-26
1069,0.550,2462,quantile,01,18 wk ahead cum death,2020-04-26
1070,0.600,4552,quantile,01,18 wk ahead cum death,2020-04-26
1071,0.650,10391,quantile,01,18 wk ahead cum death,2020-04-26
1072,0.700,24863,quantile,01,18 wk ahead cum death,2020-04-26
1073,0.750,44081,quantile,01,18 wk ahead cum death,2020-04-26
1074,0.800,62653,quantile,01,18 wk ahead cum death,2020-04-26
1075,0.850,75144,quantile,01,18 wk ahead cum death,2020-04-26
1076,0.900,95153,quantile,01,18 wk ahead cum death,2020-04-26
1077,0.950,114387,quantile,01,18 wk ahead cum death,2020-04-26
1078,0.975,138534,quantile,01,18 wk ahead cum death,2020-04-26
1079,0.990,149358,quantile,01,18 wk ahead cum death,2020-04-26
1080,0.010,304,quantile,01,19 wk ahead cum death,2020-04-26
1081,0.025,351,quantile,01,19 wk ahead cum death,2020-04-26
1082,0.050,389,quantile,01,19 wk ahead cum death,2020-04-26
1083,0.100,443,quantile,01,19 wk ahead cum death,2020-04-26
1084,0.150,504,quantile,01,19 wk ahead cum death,2020-04-26
1085,0.200,553,quantile,01,19 wk ahead cum death,2020-04-26
1086,0.250,612,quantile,01,19 wk ahead cum death,2020-04-26
1087,0.300,676,quantile,01,19 wk ahead cum death,2020-04-26
1088,0.350,796,quantile,01,19 wk ahead cum death,2020-04-26
1089,0.400,929,quantile,01,19 wk ahead cum death,2020-04-26
1090,0.450,1218,quantile,01,19 wk ahead cum death,2020-04-26
1091,0.500,1672,quantile,01,19 wk ahead cum death,2020-04-26
1092,NA,1672,point,01,19 wk ahead cum death,2020-04-26
1093,0.550,2556,quantile,01,19 wk ahead cum death,2020-04-26
1094,0.600,5093,quantile,01,19 wk ahead cum death,2020-04-26
1095,0.650,12433,quantile,01,19 wk ahead cum death,2020-04-26
1096,0.700,27536,quantile,01,19 wk ahead cum death,2020-04-26
1097,0.750,46815,quantile,01,19 wk ahead cum death,2020-04-26
1098,0.800,64843,quantile,01,19 wk ahead cum death,2020-04-26
1099,0.850,79512,quantile,01,19 wk ahead cum death,2020-04-26
1100,0.900,95384,quantile,01,19 wk ahead cum death,2020-04-26
1101,0.950,114340,quantile,01,19 wk ahead cum death,2020-04-26
1102,0.975,132124,quantile,01,19 wk ahead cum death,2020-04-26
1103,0.990,150821,quantile,01,19 wk ahead cum death,2020-04-26
1104,0.010,298,quantile,01,20 wk ahead cum death,2020-04-26
1105,0.025,341,quantile,01,20 wk ahead cum death,2020-04-26
1106,0.050,388,quantile,01,20 wk ahead cum death,2020-04-26
1107,0.100,448,quantile,01,20 wk ahead cum death,2020-04-26
1108,0.150,507,quantile,01,20 wk ahead cum death,2020-04-26
1109,0.200,560,quantile,01,20 wk ahead cum death,2020-04-26
1110,0.250,625,quantile,01,20 wk ahead cum death,2020-04-26
1111,0.300,709,quantile,01,20 wk ahead cum death,2020-04-26
1112,0.350,794,quantile,01,20 wk ahead cum death,2020-04-26
1113,0.400,942,quantile,01,20 wk ahead cum death,2020-04-26
1114,0.450,1224,quantile,01,20 wk ahead cum death,2020-04-26
1115,0.500,1752,quantile,01,20 wk ahead cum death,2020-04-26
1116,NA,1752,point,01,20 wk ahead cum death,2020-04-26
1117,0.550,2788,quantile,01,20 wk ahead cum death,2020-04-26
1118,0.600,5412,quantile,01,20 wk ahead cum death,2020-04-26
1119,0.650,14797,quantile,01,20 wk ahead cum death,2020-04-26
1120,0.700,28915,quantile,01,20 wk ahead cum death,2020-04-26
1121,0.750,50561,quantile,01,20 wk ahead cum death,2020-04-26
1122,0.800,66563,quantile,01,20 wk ahead cum death,2020-04-26
1123,0.850,83178,quantile,01,20 wk ahead cum death,2020-04-26
1124,0.900,94545,quantile,01,20 wk ahead cum death,2020-04-26
1125,0.950,113119,quantile,01,20 wk ahead cum death,2020-04-26
1126,0.975,125195,quantile,01,20 wk ahead cum death,2020-04-26
1127,0.990,150228,quantile,01,20 wk ahead cum death,2020-04-26
1128,0.010,315,quantile,01,21 wk ahead cum death,2020-04-26
1129,0.025,345,quantile,01,21 wk ahead cum death,2020-04-26
1130,0.050,384,quantile,01,21 wk ahead cum death,2020-04-26
1131,0.100,441,quantile,01,21 wk ahead cum death,2020-04-26
1132,0.150,504,quantile,01,21 wk ahead cum death,2020-04-26
1133,0.200,562,quantile,01,21 wk ahead cum death,2020-04-26
1134,0.250,618,quantile,01,21 wk ahead cum death,2020-04-26
1135,0.300,678,quantile,01,21 wk ahead cum death,2020-04-26
1136,0.350,786,quantile,01,21 wk ahead cum death,2020-04-26
1137,0.400,956,quantile,01,21 wk ahead cum death,2020-04-26
1138,0.450,1255,quantile,01,21 wk ahead cum death,2020-04-26
1139,0.500,1832,quantile,01,21 wk ahead cum death,2020-04-26
1140,NA,1832,point,01,21 wk ahead cum death,2020-04-26
1141,0.550,2816,quantile,01,21 wk ahead cum death,2020-04-26
1142,0.600,6964,quantile,01,21 wk ahead cum death,2020-04-26
1143,0.650,15967,quantile,01,21 wk ahead cum death,2020-04-26
1144,0.700,32809,quantile,01,21 wk ahead cum death,2020-04-26
1145,0.750,53349,quantile,01,21 wk ahead cum death,2020-04-26
1146,0.800,66259,quantile,01,21 wk ahead cum death,2020-04-26
1147,0.850,80028,quantile,01,21 wk ahead cum death,2020-04-26
1148,0.900,98222,quantile,01,21 wk ahead cum death,2020-04-26
1149,0.950,116501,quantile,01,21 wk ahead cum death,2020-04-26
1150,0.975,142368,quantile,01,21 wk ahead cum death,2020-04-26
1151,0.990,153728,quantile,01,21 wk ahead cum death,2020-04-26
1152,0.010,300,quantile,01,22 wk ahead cum death,2020-04-26
1153,0.025,335,quantile,01,22 wk ahead cum death,2020-04-26
1154,0.050,379,quantile,01,22 wk ahead cum death,2020-04-26
1155,0.100,444,quantile,01,22 wk ahead cum death,2020-04-26
1156,0.150,490,quantile,01,22 wk ahead cum death,2020-04-26
1157,0.200,544,quantile,01,22 wk ahead cum death,2020-04-26
1158,0.250,620,quantile,01,22 wk ahead cum death,2020-04-26
1159,0.300,706,quantile,01,22 wk ahead cum death,2020-04-26
1160,0.350,792,quantile,01,22 wk ahead cum death,2020-04-26
1161,0.400,948,quantile,01,22 wk ahead cum death,2020-04-26
1162,0.450,1280,quantile,01,22 wk ahead cum death,2020-04-26
1163,0.500,1752,quantile,01,22 wk ahead cum death,2020-04-26
1164,NA,1752,point,01,22 wk ahead cum death,2020-04-26
1165,0.550,2993,quantile,01,22 wk ahead cum death,2020-04-26
1166,0.600,7731,quantile,01,22 wk ahead cum death,2020-04-26
1167,0.650,17643,quantile,01,22 wk ahead cum death,2020-04-26
1168,0.700,35784,quantile,01,22 wk ahead cum death,2020-04-26
1169,0.750,56313,quantile,01,22 wk ahead cum death,2020-04-26
1170,0.800,71630,quantile,01,22 wk ahead cum death,2020-04-26
1171,0.850,82431,quantile,01,22 wk ahead cum death,2020-04-26
1172,0.900,96103,quantile,01,22 wk ahead cum death,2020-04-26
1173,0.950,114578,quantile,01,22 wk ahead cum death,2020-04-26
1174,0.975,129752,quantile,01,22 wk ahead cum death,2020-04-26
1175,0.990,160232,quantile,01,22 wk ahead cum death,2020-04-26
1176,0.010,310,quantile,01,23 wk ahead cum death,2020-04-26
1177,0.025,349,quantile,01,23 wk ahead cum death,2020-04-26
1178,0.050,386,quantile,01,23 wk ahead cum death,2020-04-26
1179,0.100,452,quantile,01,23 wk ahead cum death,2020-04-26
1180,0.150,505,quantile,01,23 wk ahead cum death,2020-04-26
1181,0.200,565,quantile,01,23 wk ahead cum death,2020-04-26
1182,0.250,620,quantile,01,23 wk ahead cum death,2020-04-26
1183,0.300,680,quantile,01,23 wk ahead cum death,2020-04-26
1184,0.350,776,quantile,01,23 wk ahead cum death,2020-04-26
1185,0.400,972,quantile,01,23 wk ahead cum death,2020-04-26
1186,0.450,1312,quantile,01,23 wk ahead cum death,2020-04-26
1187,0.500,1798,quantile,01,23 wk ahead cum death,2020-04-26
1188,NA,1798,point,01,23 wk ahead cum death,2020-04-26
1189,0.550,3073,quantile,01,23 wk ahead cum death,2020-04-26
1190,0.600,7360,quantile,01,23 wk ahead cum death,2020-04-26
1191,0.650,19789,quantile,01,23 wk ahead cum death,2020-04-26
1192,0.700,38393,quantile,01,23 wk ahead cum death,2020-04-26
1193,0.750,58345,quantile,01,23 wk ahead cum death,2020-04-26
1194,0.800,69956,quantile,01,23 wk ahead cum death,2020-04-26
1195,0.850,82937,quantile,01,23 wk ahead cum death,2020-04-26
1196,0.900,95120,quantile,01,23 wk ahead cum death,2020-04-26
1197,0.950,117103,quantile,01,23 wk ahead cum death,2020-04-26
1198,0.975,140641,quantile,01,23 wk ahead cum death,2020-04-26
1199,0.990,157700,quantile,01,23 wk ahead cum death,2020-04-26
1200,0.010,316,quantile,01,24 wk ahead cum death,2020-04-26
1201,0.025,348,quantile,01,24 wk ahead cum death,2020-04-26
1202,0.050,388,quantile,01,24 wk ahead cum death,2020-04-26
1203,0.100,451,quantile,01,24 wk ahead cum death,2020-04-26
1204,0.150,514,quantile,01,24 wk ahead cum death,2020-04-26
1205,0.200,568,quantile,01,24 wk ahead cum death,2020-04-26
1206,0.250,624,quantile,01,24 wk ahead cum death,2020-04-26
1207,0.300,685,quantile,01,24 wk ahead cum death,2020-04-26
1208,0.350,795,quantile,01,24 wk ahead cum death,2020-04-26
1209,0.400,982,quantile,01,24 wk ahead cum death,2020-04-26
1210,0.450,1295,quantile,01,24 wk ahead cum death,2020-04-26
1211,0.500,1905,quantile,01,24 wk ahead cum death,2020-04-26
1212,NA,1905,point,01,24 wk ahead cum death,2020-04-26
1213,0.550,3324,quantile,01,24 wk ahead cum death,2020-04-26
1214,0.600,8360,quantile,01,24 wk ahead cum death,2020-04-26
1215,0.650,20522,quantile,01,24 wk ahead cum death,2020-04-26
1216,0.700,39025,quantile,01,24 wk ahead cum death,2020-04-26
1217,0.750,56943,quantile,01,24 wk ahead cum death,2020-04-26
1218,0.800,71313,quantile,01,24 wk ahead cum death,2020-04-26
1219,0.850,84646,quantile,01,24 wk ahead cum death,2020-04-26
1220,0.900,99254,quantile,01,24 wk ahead cum death,2020-04-26
1221,0.950,117961,quantile,01,24 wk ahead cum death,2020-04-26
1222,0.975,135426,quantile,01,24 wk ahead cum death,2020-04-26
1223,0.990,156375,quantile,01,24 wk ahead cum death,2020-04-26
1224,0.010,299,quantile,01,25 wk ahead cum death,2020-04-26
1225,0.025,341,quantile,01,25 wk ahead cum death,2020-04-26
1226,0.050,387,quantile,01,25 wk ahead cum death,2020-04-26
1227,0.100,443,quantile,01,25 wk ahead cum death,2020-04-26
1228,0.150,494,quantile,01,25 wk ahead cum death,2020-04-26
1229,0.200,547,quantile,01,25 wk ahead cum death,2020-04-26
1230,0.250,623,quantile,01,25 wk ahead cum death,2020-04-26
1231,0.300,706,quantile,01,25 wk ahead cum death,2020-04-26
1232,0.350,803,quantile,01,25 wk ahead cum death,2020-04-26
1233,0.400,987,quantile,01,25 wk ahead cum death,2020-04-26
1234,0.450,1365,quantile,01,25 wk ahead cum death,2020-04-26
1235,0.500,1976,quantile,01,25 wk ahead cum death,2020-04-26
1236,NA,1976,point,01,25 wk ahead cum death,2020-04-26
1237,0.550,3721,quantile,01,25 wk ahead cum death,2020-04-26
1238,0.600,9185,quantile,01,25 wk ahead cum death,2020-04-26
1239,0.650,24579,quantile,01,25 wk ahead cum death,2020-04-26
1240,0.700,42550,quantile,01,25 wk ahead cum death,2020-04-26
1241,0.750,58938,quantile,01,25 wk ahead cum death,2020-04-26
1242,0.800,73274,quantile,01,25 wk ahead cum death,2020-04-26
1243,0.850,86797,quantile,01,25 wk ahead cum death,2020-04-26
1244,0.900,101382,quantile,01,25 wk ahead cum death,2020-04-26
1245,0.950,116415,quantile,01,25 wk ahead cum death,2020-04-26
1246,0.975,133324,quantile,01,25 wk ahead cum death,2020-04-26
1247,0.990,158333,quantile,01,25 wk ahead cum death,2020-04-26
1248,0.010,311,quantile,01,26 wk ahead cum death,2020-04-26
1249,0.025,352,quantile,01,26 wk ahead cum death,2020-04-26
1250,0.050,387,quantile,01,26 wk ahead cum death,2020-04-26
1251,0.100,441,quantile,01,26 wk ahead cum death,2020-04-26
1252,0.150,493,quantile,01,26 wk ahead cum death,2020-04-26
1253,0.200,568,quantile,01,26 wk ahead cum death,2020-04-26
1254,0.250,625,quantile,01,26 wk ahead cum death,2020-04-26
1255,0.300,698,quantile,01,26 wk ahead cum death,2020-04-26
1256,0.350,810,quantile,01,26 wk ahead cum death,2020-04-26
1257,0.400,967,quantile,01,26 wk ahead cum death,2020-04-26
1258,0.450,1314,quantile,01,26 wk ahead cum death,2020-04-26
1259,0.500,1999,quantile,01,26 wk ahead cum death,2020-04-26
1260,NA,1999,point,01,26 wk ahead cum death,2020-04-26
1261,0.550,3541,quantile,01,26 wk ahead cum death,2020-04-26
1262,0.600,9991,quantile,01,26 wk ahead cum death,2020-04-26
1263,0.650,24320,quantile,01,26 wk ahead cum death,2020-04-26
1264,0.700,43481,quantile,01,26 wk ahead cum death,2020-04-26
1265,0.750,58873,quantile,01,26 wk ahead cum death,2020-04-26
1266,0.800,73517,quantile,01,26 wk ahead cum death,2020-04-26
1267,0.850,86460,quantile,01,26 wk ahead cum death,2020-04-26
1268,0.900,97436,quantile,01,26 wk ahead cum death,2020-04-26
1269,0.950,119598,quantile,01,26 wk ahead cum death,2020-04-26
1270,0.975,135714,quantile,01,26 wk ahead cum death,2020-04-26
1271,0.990,155866,quantile,01,26 wk ahead cum death,2020-04-26
1272,0.010,318,quantile,01,27 wk ahead cum death,2020-04-26
1273,0.025,364,quantile,01,27 wk ahead cum death,2020-04-26
1274,0.050,409,quantile,01,27 wk ahead cum death,2020-04-26
1275,0.100,455,quantile,01,27 wk ahead cum death,2020-04-26
1276,0.150,507,quantile,01,27 wk ahead cum death,2020-04-26
1277,0.200,558,quantile,01,27 wk ahead cum death,2020-04-26
1278,0.250,617,quantile,01,27 wk ahead cum death,2020-04-26
1279,0.300,690,quantile,01,27 wk ahead cum death,2020-04-26
1280,0.350,785,quantile,01,27 wk ahead cum death,2020-04-26
1281,0.400,942,quantile,01,27 wk ahead cum death,2020-04-26
1282,0.450,1313,quantile,01,27 wk ahead cum death,2020-04-26
1283,0.500,2071,quantile,01,27 wk ahead cum death,2020-04-26
1284,NA,2071,point,01,27 wk ahead cum death,2020-04-26
1285,0.550,3653,quantile,01,27 wk ahead cum death,2020-04-26
1286,0.600,10043,quantile,01,27 wk ahead cum death,2020-04-26
1287,0.650,25868,quantile,01,27 wk ahead cum death,2020-04-26
1288,0.700,44171,quantile,01,27 wk ahead cum death,2020-04-26
1289,0.750,60097,quantile,01,27 wk ahead cum death,2020-04-26
1290,0.800,71262,quantile,01,27 wk ahead cum death,2020-04-26
1291,0.850,83739,quantile,01,27 wk ahead cum death,2020-04-26
1292,0.900,99864,quantile,01,27 wk ahead cum death,2020-04-26
1293,0.950,120850,quantile,01,27 wk ahead cum death,2020-04-26
1294,0.975,138545,quantile,01,27 wk ahead cum death,2020-04-26
1295,0.990,155611,quantile,01,27 wk ahead cum death,2020-04-26
1296,0.010,51,quantile,05,1 wk ahead cum death,2020-04-26
1297,0.025,55,quantile,05,1 wk ahead cum death,2020-04-26
1298,0.050,58,quantile,05,1 wk ahead cum death,2020-04-26
1299,0.100,64,quantile,05,1 wk ahead cum death,2020-04-26
1300,0.150,68,quantile,05,1 wk ahead cum death,2020-04-26
1301,0.200,71,quantile,05,1 wk ahead cum death,2020-04-26
1302,0.250,73,quantile,05,1 wk ahead cum death,2020-04-26
1303,0.300,76,quantile,05,1 wk ahead cum death,2020-04-26
1304,0.350,78,quantile,05,1 wk ahead cum death,2020-04-26
1305,0.400,80,quantile,05,1 wk ahead cum death,2020-04-26
1306,0.450,81,quantile,05,1 wk ahead cum death,2020-04-26
1307,0.500,83,quantile,05,1 wk ahead cum death,2020-04-26
1308,NA,83,point,05,1 wk ahead cum death,2020-04-26
1309,0.550,85,quantile,05,1 wk ahead cum death,2020-04-26
1310,0.600,87,quantile,05,1 wk ahead cum death,2020-04-26
1311,0.650,89,quantile,05,1 wk ahead cum death,2020-04-26
1312,0.700,92,quantile,05,1 wk ahead cum death,2020-04-26
1313,0.750,95,quantile,05,1 wk ahead cum death,2020-04-26
1314,0.800,98,quantile,05,1 wk ahead cum death,2020-04-26
1315,0.850,101,quantile,05,1 wk ahead cum death,2020-04-26
1316,0.900,105,quantile,05,1 wk ahead cum death,2020-04-26
1317,0.950,111,quantile,05,1 wk ahead cum death,2020-04-26
1318,0.975,118,quantile,05,1 wk ahead cum death,2020-04-26
1319,0.990,128,quantile,05,1 wk ahead cum death,2020-04-26
1320,0.010,66,quantile,05,2 wk ahead cum death,2020-04-26
1321,0.025,75,quantile,05,2 wk ahead cum death,2020-04-26
1322,0.050,80,quantile,05,2 wk ahead cum death,2020-04-26
1323,0.100,90,quantile,05,2 wk ahead cum death,2020-04-26
1324,0.150,96,quantile,05,2 wk ahead cum death,2020-04-26
1325,0.200,100,quantile,05,2 wk ahead cum death,2020-04-26
1326,0.250,105,quantile,05,2 wk ahead cum death,2020-04-26
1327,0.300,109,quantile,05,2 wk ahead cum death,2020-04-26
1328,0.350,114,quantile,05,2 wk ahead cum death,2020-04-26
1329,0.400,118,quantile,05,2 wk ahead cum death,2020-04-26
1330,0.450,122,quantile,05,2 wk ahead cum death,2020-04-26
1331,0.500,127,quantile,05,2 wk ahead cum death,2020-04-26
1332,NA,127,point,05,2 wk ahead cum death,2020-04-26
1333,0.550,132,quantile,05,2 wk ahead cum death,2020-04-26
1334,0.600,138,quantile,05,2 wk ahead cum death,2020-04-26
1335,0.650,145,quantile,05,2 wk ahead cum death,2020-04-26
1336,0.700,152,quantile,05,2 wk ahead cum death,2020-04-26
1337,0.750,161,quantile,05,2 wk ahead cum death,2020-04-26
1338,0.800,175,quantile,05,2 wk ahead cum death,2020-04-26
1339,0.850,195,quantile,05,2 wk ahead cum death,2020-04-26
1340,0.900,230,quantile,05,2 wk ahead cum death,2020-04-26
