forecast_date,target,target_end_date,location,type,quantile, value ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.025, 337 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.05, 359 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.1, 403 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.15, 447 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.2, 491 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.25, 534 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.3, 561 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.35, 588 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.4, 615 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.45, 641 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.5, 668 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.55, 701 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.6, 735 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.65, 768 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.7, 802 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.75, 835 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.8, 944 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.85," 1,054 ",,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.9," 1,163 ",,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.95," 1,272 ",,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.975," 1,327 ",,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,13,quantile,0.99," 1,575 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,point,NA," 15,437 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.01," 14,168 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.025," 14,712 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.05," 14,778 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.1," 14,909 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.15," 15,041 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.2," 15,172 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.25," 15,303 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.3," 15,330 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.35," 15,357 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.4," 15,384 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.45," 15,410 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.5," 15,437 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.55," 15,470 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.6," 15,504 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.65," 15,537 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.7," 15,571 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.75," 15,604 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.8," 15,889 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.85," 16,175 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.9," 16,460 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.95," 16,745 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.975," 16,888 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,13,quantile,0.99," 17,432 ",,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,point,NA, 726 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.01, 163 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.025, 462 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.05, 475 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.1, 502 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.15, 528 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.2, 554 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.25, 581 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.3, 610 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.35, 639 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.4, 668 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.45, 697 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.5, 726 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.55, 762 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.6, 799 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.65, 835 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.7, 871 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.75, 908 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.8," 1,075 ",,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.85," 1,242 ",,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.9," 1,409 ",,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.95," 1,576 ",,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.975," 1,659 ",,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,13,quantile,0.99," 1,958 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,point,NA," 16,163 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.01," 14,331 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.025," 15,174 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.05," 15,268 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.1," 15,455 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.15," 15,643 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.2," 15,830 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.25," 16,018 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.3," 16,047 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.35," 16,076 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.4," 16,105 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.45," 16,134 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.5," 16,163 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.55," 16,199 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.6," 16,236 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.65," 16,272 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.7," 16,308 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.75," 16,345 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.8," 16,834 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.85," 17,323 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.9," 17,813 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.95," 18,302 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.975," 18,547 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,13,quantile,0.99," 19,390 ",,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,point,NA, 638 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.01, 143 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.025, 406 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.05, 418 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.1, 441 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.15, 464 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.2, 487 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.25, 510 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.3, 536 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.35, 561 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.4, 587 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.45, 613 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.5, 638 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.55, 670 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.6, 702 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.65, 734 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.7, 766 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.75, 798 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.8, 944 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.85," 1,091 ",,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.9," 1,237 ",,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.95," 1,384 ",,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.975," 1,457 ",,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,13,quantile,0.99," 1,720 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,point,NA," 16,801 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.01," 14,474 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.025," 15,580 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.05," 15,702 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.1," 15,945 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.15," 16,187 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.2," 16,430 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.25," 16,673 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.3," 16,699 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.35," 16,724 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.4," 16,750 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.45," 16,776 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.5," 16,801 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.55," 16,833 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.6," 16,865 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.65," 16,897 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.7," 16,929 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.75," 16,961 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.8," 17,637 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.85," 18,313 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.9," 18,990 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.95," 19,666 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.975," 20,004 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,13,quantile,0.99," 21,110 ",,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,point,NA, 12 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.01, -   ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.025, 3 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.05, 4 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.1, 5 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.15, 7 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.2, 8 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.25, 10 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.3, 10 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.35, 11 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.4, 11 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.45, 12 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.5, 12 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.55, 13 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.6, 13 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.65, 14 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.7, 14 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.75, 15 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.8, 22 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.85, 30 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.9, 37 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.95, 44 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.975, 48 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,15,quantile,0.99, 59 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,point,NA, 418 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.01, 406 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.025, 409 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.05, 410 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.1, 411 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.15, 413 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.2, 414 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.25, 416 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.3, 416 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.35, 417 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.4, 417 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.45, 418 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.5, 418 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.55, 419 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.6, 419 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.65, 420 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.7, 420 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.75, 421 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.8, 428 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.85, 436 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.9, 443 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.95, 450 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.975, 454 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,15,quantile,0.99, 465 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,point,NA, 12 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.01, 2 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.025, 5 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.05, 6 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.1, 7 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.15, 8 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.2, 9 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.25, 10 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.3, 10 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.35, 11 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.4, 11 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.45, 12 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.5, 12 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.55, 13 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.6, 13 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.65, 14 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.7, 14 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.75, 15 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.8, 16 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.85, 17 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.9, 18 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.95, 19 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.975, 19 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,15,quantile,0.99, 23 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,point,NA, 430 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.01, 406 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.025, 414 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.05, 416 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.1, 419 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.15, 422 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.2, 425 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.25, 428 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.3, 428 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.35, 429 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.4, 429 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.45, 430 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.5, 430 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.55, 431 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.6, 431 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.65, 432 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.7, 432 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.75, 433 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.8, 442 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.85, 451 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.9, 460 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.95, 469 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.975, 473 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,15,quantile,0.99, 488 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,point,NA, 16 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.01, 7 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.025, 10 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.05, 10 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.1, 11 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.15, 12 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.2, 12 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.25, 13 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.3, 13 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.35, 14 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.4, 15 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.45, 15 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.5, 16 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.55, 17 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.6, 18 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.65, 18 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.7, 19 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.75, 20 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.8, 21 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.85, 22 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.9, 23 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.95, 24 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.975, 24 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,15,quantile,0.99, 28 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,point,NA, 446 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.01, 406 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.025, 424 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.05, 426 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.1, 430 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.15, 434 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.2, 439 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.25, 443 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.3, 443 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.35, 444 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.4, 445 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.45, 445 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.5, 446 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.55, 447 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.6, 448 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.65, 448 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.7, 449 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.75, 450 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.8, 460 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.85, 471 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.9, 481 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.95, 492 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.975, 497 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,15,quantile,0.99, 515 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,15,point,NA, 15 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,15,quantile,0.01, 6 ,,,,,,,,
